timestamp_unix,timestamp_iso,participant_full_id,body_position_left,body_position_right,missing_value_reason
1717040760000,2024-05-30T03:46:00Z,101-1-1-0005,,,device_not_worn_correctly
1717040820000,2024-05-30T03:47:00Z,101-1-1-0005,,,device_not_worn_correctly
1717040880000,2024-05-30T03:48:00Z,101-1-1-0005,,,device_not_worn_correctly
1717040940000,2024-05-30T03:49:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041000000,2024-05-30T03:50:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041060000,2024-05-30T03:51:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041120000,2024-05-30T03:52:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041180000,2024-05-30T03:53:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041240000,2024-05-30T03:54:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041300000,2024-05-30T03:55:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041360000,2024-05-30T03:56:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041420000,2024-05-30T03:57:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041480000,2024-05-30T03:58:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041540000,2024-05-30T03:59:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041600000,2024-05-30T04:00:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041660000,2024-05-30T04:01:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041720000,2024-05-30T04:02:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041780000,2024-05-30T04:03:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041840000,2024-05-30T04:04:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041900000,2024-05-30T04:05:00Z,101-1-1-0005,,,device_not_worn_correctly
1717041960000,2024-05-30T04:06:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042020000,2024-05-30T04:07:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042080000,2024-05-30T04:08:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042140000,2024-05-30T04:09:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042200000,2024-05-30T04:10:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042260000,2024-05-30T04:11:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042320000,2024-05-30T04:12:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042380000,2024-05-30T04:13:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042440000,2024-05-30T04:14:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042500000,2024-05-30T04:15:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042560000,2024-05-30T04:16:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042620000,2024-05-30T04:17:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042680000,2024-05-30T04:18:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042740000,2024-05-30T04:19:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042800000,2024-05-30T04:20:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042860000,2024-05-30T04:21:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042920000,2024-05-30T04:22:00Z,101-1-1-0005,,,device_not_worn_correctly
1717042980000,2024-05-30T04:23:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043040000,2024-05-30T04:24:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043100000,2024-05-30T04:25:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043160000,2024-05-30T04:26:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043220000,2024-05-30T04:27:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043280000,2024-05-30T04:28:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043340000,2024-05-30T04:29:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043400000,2024-05-30T04:30:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043460000,2024-05-30T04:31:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043520000,2024-05-30T04:32:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043580000,2024-05-30T04:33:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043640000,2024-05-30T04:34:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043700000,2024-05-30T04:35:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043760000,2024-05-30T04:36:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043820000,2024-05-30T04:37:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043880000,2024-05-30T04:38:00Z,101-1-1-0005,,,device_not_worn_correctly
1717043940000,2024-05-30T04:39:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044000000,2024-05-30T04:40:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044060000,2024-05-30T04:41:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044120000,2024-05-30T04:42:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044180000,2024-05-30T04:43:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044240000,2024-05-30T04:44:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044300000,2024-05-30T04:45:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044360000,2024-05-30T04:46:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044420000,2024-05-30T04:47:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044480000,2024-05-30T04:48:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044540000,2024-05-30T04:49:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044600000,2024-05-30T04:50:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044660000,2024-05-30T04:51:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044720000,2024-05-30T04:52:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044780000,2024-05-30T04:53:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044840000,2024-05-30T04:54:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044900000,2024-05-30T04:55:00Z,101-1-1-0005,,,device_not_worn_correctly
1717044960000,2024-05-30T04:56:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045020000,2024-05-30T04:57:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045080000,2024-05-30T04:58:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045140000,2024-05-30T04:59:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045200000,2024-05-30T05:00:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045260000,2024-05-30T05:01:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045320000,2024-05-30T05:02:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045380000,2024-05-30T05:03:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045440000,2024-05-30T05:04:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045500000,2024-05-30T05:05:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045560000,2024-05-30T05:06:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045620000,2024-05-30T05:07:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045680000,2024-05-30T05:08:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045740000,2024-05-30T05:09:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045800000,2024-05-30T05:10:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045860000,2024-05-30T05:11:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045920000,2024-05-30T05:12:00Z,101-1-1-0005,,,device_not_worn_correctly
1717045980000,2024-05-30T05:13:00Z,101-1-1-0005,,,device_not_worn_correctly
1717046040000,2024-05-30T05:14:00Z,101-1-1-0005,,,device_not_worn_correctly
1717046100000,2024-05-30T05:15:00Z,101-1-1-0005,,,device_not_worn_correctly
1717046160000,2024-05-30T05:16:00Z,101-1-1-0005,,,device_not_worn_correctly
1717046220000,2024-05-30T05:17:00Z,101-1-1-0005,,,device_not_worn_correctly
1717046280000,2024-05-30T05:18:00Z,101-1-1-0005,,,device_not_worn_correctly
